logradouro;numero;complemento;valor_avaliacao;bairro;cidade;uf;ano_construcao;area_terreno;area_construida;fracao_ideal;padrao_acabamento;tipo_construcao;tipo_ocupacao;data_transacao;estado_conservacao;tipo_imovel;sfh;cod_logradouro;latitude;longitude;ano
rua conselheiro peretti;350;apto 204 edf estacao mediterraneo;400000,00;Casa Amarela;Recife;PE;2016;1065,36;103,3;0,01453;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-25;Bom;Apartamento;0,00;50776;;;2026
rua padre lemos;178;;1048000,00;Casa Amarela;Recife;PE;1950;165;311,94;1;Simples;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-07-08;Bom;Loja;0,00;38482;-8.025097;-34.917582;2026
rua padre lemos;178;;1048000,00;Casa Amarela;Recife;PE;1950;165;311,94;1;Simples;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-01-22;Bom;Loja;0,00;38482;-8.025097;-34.917582;2026
rua major nereu guerra;297;apto 703 morada nereu guerra;420000,00;Casa Amarela;Recife;PE;2023;1560,35;98,66;0,00767;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-05;Bom;Apartamento;0,00;46027;;;2026
rua major nereu guerra;297;apto 1503 morada nereu guerra;440000,00;Casa Amarela;Recife;PE;2023;1560,35;98,66;0,00767;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-20;Bom;Apartamento;0,00;46027;;;2026
rua major nereu guerra;297;apto 1603 morada nereu guerra;445000,00;Casa Amarela;Recife;PE;2023;1560,35;98,66;0,00767;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-20;Bom;Apartamento;0,00;46027;;;2026
rua major nereu guerra;297;apto 1403 morada nereu guerra;442677,00;Casa Amarela;Recife;PE;2023;1560,35;98,66;0,00767;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-26;Bom;Apartamento;342677,00;46027;;;2026
rua major nereu guerra;297;apto 1602 morada nereu guerra;447475,00;Casa Amarela;Recife;PE;2023;1560,35;98,66;0,00767;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-13;Bom;Apartamento;357980,00;46027;;;2026
rua major nereu guerra;297;apto 304 morada nereu guerra;540000,00;Casa Amarela;Recife;PE;2023;1560,35;112,61;0,00883;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-07;Bom;Apartamento;0,00;46027;;;2026
rua major nereu guerra;297;apto 1703 morada nereu guerra;446880,00;Casa Amarela;Recife;PE;2023;1560,35;98,66;0,00767;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-13;Bom;Apartamento;357000,00;46027;;;2026
rua engenheiro domber;121;;500000,00;Casa Amarela;Recife;PE;2024;375;221,61;1;Simples;Casa;RESIDENCIAL;2026-07-20;Bom;Casa;0,00;20079;-8.02591;-34.912765;2026
rua santa izabel;242;;190000,00;Casa Amarela;Recife;PE;1997;359,7;60,06;0,33787;Simples;Casa;RESIDENCIAL;2026-03-03;Mau;Casa;0,00;31828;-8.026659;-34.920714;2026
est do arraial;3720;apto 1104 edf valdir pessoa;519992,27;Casa Amarela;Recife;PE;2004;1521,67;158,49;0,01777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-24;Bom;Apartamento;0,00;8222;-8.026599;-34.915426;2026
est do arraial;3720;apto 0704 edf valdir pessoa;525000,00;Casa Amarela;Recife;PE;2004;1521,67;158,49;0,01777;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-27;Bom;Apartamento;394982,44;8222;-8.026599;-34.915426;2026
rua major nereu guerra;87;apto 0103 edf acacia;290000,00;Casa Amarela;Recife;PE;1992;579,42;103,5;0,11165;Médio;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-06-25;Bom;Apartamento;205000,00;46027;-8.026207;-34.914238;2026
rua da harmonia;322;casa 4 cj res al da harmonia;720000,00;Casa Amarela;Recife;PE;1997;2458,98;224,84;0,08835;Simples;Casa;RESIDENCIAL;2026-06-29;Bom;Casa;150000,00;28517;-8.026498;-34.913947;2026
rua da harmonia;322;casa 0010 cj res al da harmonia;720000,00;Casa Amarela;Recife;PE;1975;2458,98;233,3;0,09167;Simples;Casa;RESIDENCIAL;2026-05-06;Bom;Casa;320000,00;28517;-8.026498;-34.913947;2026
est do arraial;3638;apto 301a edf bom jesus do arraial;200000,00;Casa Amarela;Recife;PE;1965;1148;69;0,04551;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-02-26;Bom;Apartamento;81500,00;8222;-8.026782;-34.91472;2026
rua doutor carlos mavignier;104;;1200000,00;Casa Amarela;Recife;PE;1997;626,75;460,95;1;Médio;Casa;COMERCIAL COM LIXO ORGANICO;2026-06-03;Bom;Casa;0,00;15067;-8.02619;-34.914643;2026
rua bento loyola;75;apto 2401 edf ayrton de almeida carvalho;1100000,00;Casa Amarela;Recife;PE;2014;2245,71;205,52;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-20;Bom;Apartamento;0,00;11053;-8.027178;-34.912811;2026
rua bento loyola;75;apto 2401 edf ayrton de almeida carvalho;1100000,00;Casa Amarela;Recife;PE;2014;2245,71;205,52;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-09;Bom;Apartamento;0,00;11053;-8.027178;-34.912811;2026
rua bento loyola;75;apto 1201 edf ayrton de almeida carvalho;1200000,00;Casa Amarela;Recife;PE;2014;2245,71;205,52;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-14;Bom;Apartamento;0,00;11053;-8.027178;-34.912811;2026
rua bento loyola;75;apto 2102 edf ayrton de almeida carvalho;1000000,00;Casa Amarela;Recife;PE;2014;2245,71;205,52;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-29;Bom;Apartamento;0,00;11053;-8.027178;-34.912811;2026
rua bento loyola;75;apto 3501 edf ayrton de almeida carvalho;1200000,00;Casa Amarela;Recife;PE;2014;2245,71;205,52;0,01388;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-09;Bom;Apartamento;0,00;11053;-8.027178;-34.912811;2026
rua da harmonia;305;apto 502 edf resid gran harmonia-bloco a;451800,00;Casa Amarela;Recife;PE;2015;1870,82;90,58;0,00816;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-17;Bom;Apartamento;0,00;28517;-8.026675;-34.913132;2026
rua da harmonia;305;apto 603 edf resid gran harmonia-bloco b;387716,24;Casa Amarela;Recife;PE;2015;1870,82;104,82;0,00953;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-09;Bom;Apartamento;250000,00;28517;-8.026675;-34.913132;2026
rua bela vista;368;;400000,00;Casa Amarela;Recife;PE;1997;372;341,2;1;Simples;Casa;COMERCIAL COM LIXO ORGANICO;2026-05-06;Bom;Casa;0,00;10642;-8.027519;-34.912155;2026
rua bento loyola;70;apto 803 torre b;490000,00;Casa Amarela;Recife;PE;2011;3463;119,83;0,00525;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-02;Bom;Apartamento;350000,00;11053;;;2026
rua bento loyola;70;apto 1603 torre a;750000,00;Casa Amarela;Recife;PE;2011;3463;117,92;0,00517;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-14;Bom;Apartamento;600000,00;11053;;;2026
rua bento loyola;70;apto 1603 torre a;480000,00;Casa Amarela;Recife;PE;2011;3463;117,92;0,00517;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-26;Bom;Apartamento;0,00;11053;;;2026
rua bento loyola;70;apto 602 torre b;510000,00;Casa Amarela;Recife;PE;2011;3463;119,26;0,00523;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;0,00;11053;;;2026
rua bento loyola;70;apto 2102 torre b;550000,00;Casa Amarela;Recife;PE;2011;3463;119,26;0,00523;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-25;Bom;Apartamento;0,00;11053;;;2026
rua dona ana xavier;60;apto 0015 edf horasalda;85000,00;Casa Amarela;Recife;PE;1961;1554;18;0,01365;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-30;Bom;Apartamento;0,00;4570;-8.027602;-34.91699;2026
rua dona ana xavier;60;apto 0011 edf horasalda;115000,00;Casa Amarela;Recife;PE;1961;1554;44,8;0,03398;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-27;Bom;Apartamento;0,00;4570;-8.027602;-34.91699;2026
rua antonio de castro;60;apto 902 edf luar do arraial;420000,00;Casa Amarela;Recife;PE;2023;987,84;102,79;0,01554;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-16;Bom;Apartamento;0,00;5592;;;2026
rua antonio de castro;60;apto 602 edf luar do arraial;420000,00;Casa Amarela;Recife;PE;2023;987,84;102,79;0,01554;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-29;Bom;Apartamento;0,00;5592;;;2026
rua antonio de castro;60;apto 202 edf luar do arraial;361671,99;Casa Amarela;Recife;PE;2023;987,84;102,79;0,01554;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-27;Bom;Apartamento;0,00;5592;;;2026
rua antonio de castro;70;apto 303 edf. morada antonio de castro;450000,00;Casa Amarela;Recife;PE;2015;1004,43;105,7;0,01714;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-07;Bom;Apartamento;350000,00;5592;-8.027346;-34.915882;2026
rua antonio de castro;70;apto 1301 edf. morada antonio de castro;460000,00;Casa Amarela;Recife;PE;2015;1004,43;105,91;0,01718;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-11;Bom;Apartamento;0,00;5592;-8.027346;-34.915882;2026
rua antonio de castro;150;apto 502 edf villa firenze;640000,00;Casa Amarela;Recife;PE;2012;1140;144,93;0,01634;Superior;Apartamento > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-04-17;Bom;Apartamento;0,00;5592;-8.028148;-34.916122;2026
rua conselheiro nabuco;360;apto 404 edf alamo;645000,00;Casa Amarela;Recife;PE;2009;1326,37;145,45;0,01802;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-16;Bom;Apartamento;0,00;45586;-8.02898;-34.916801;2026
rua conselheiro nabuco;360;apto 404 edf alamo;645000,00;Casa Amarela;Recife;PE;2009;1326,37;145,45;0,01802;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-16;Bom;Apartamento;0,00;45586;-8.02898;-34.916801;2026
rua paula batista;565;apto 0901 edf paola frassinetti;330000,00;Casa Amarela;Recife;PE;1992;952,42;125,25;0,02657;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-06;Bom;Apartamento;0,00;49573;-8.027539;-34.916263;2026
rua dona ana xavier;35;;29047596,00;Casa Amarela;Recife;PE;1973;9271,1;7293,87;1;Simples;Loja <= 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-02-05;Bom;Loja;0,00;4570;-8.028203;-34.917432;2026
rua evaristo da veiga;62;apto 1101 edf san telmo;580000,00;Casa Amarela;Recife;PE;2007;2136,99;149,28;0,00961;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-17;Bom;Apartamento;456000,00;23396;-8.02752;-34.914874;2026
rua evaristo da veiga;62;apto 1201 edf san tiago;620000,00;Casa Amarela;Recife;PE;2007;2136,99;149,28;0,00961;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-25;Bom;Apartamento;0,00;23396;-8.02752;-34.914874;2026
rua evaristo da veiga;62;apto 2201 edf san tiago;660000,00;Casa Amarela;Recife;PE;2007;2136,99;149,28;0,00961;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-25;Bom;Apartamento;260039,85;23396;-8.02752;-34.914874;2026
rua evaristo da veiga;62;apto 1101 edf san tiago;569972,64;Casa Amarela;Recife;PE;2007;2136,99;149,28;0,00961;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-26;Bom;Apartamento;266567,34;23396;-8.02752;-34.914874;2026
rua evaristo da veiga;62;apto 2601 edf san tiago;622558,17;Casa Amarela;Recife;PE;2007;2136,99;149,28;0,00961;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-03;Bom;Apartamento;244274,50;23396;-8.02752;-34.914874;2026
rua evaristo da veiga;106;apto 0301 edf maria leopoldina;290000,00;Casa Amarela;Recife;PE;1981;748,5;98,77;0,04999;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-27;Bom;Apartamento;0,00;23396;-8.02816;-34.915059;2026
rua evaristo da veiga;146;apto 903 torre b;465317,81;Casa Amarela;Recife;PE;2025;2473,72;95,21;0,00663;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-28;Bom;Apartamento;289976,19;23396;;;2026
rua evaristo da veiga;146;apto 803 torre b;510000,00;Casa Amarela;Recife;PE;2025;2473,72;95,21;0,00663;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-28;Bom;Apartamento;402541,48;23396;;;2026
rua evaristo da veiga;166;apto 0201 edf camila;435000,00;Casa Amarela;Recife;PE;2002;1158,34;115,64;0,01582;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-24;Bom;Apartamento;280000,00;23396;-8.02859;-34.915298;2026
rua evaristo da veiga;166;apto 0801 edf camila;370000,00;Casa Amarela;Recife;PE;2002;1158,34;115,64;0,01582;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-07;Bom;Apartamento;0,00;23396;-8.02859;-34.915298;2026
rua evaristo da veiga;220;apto 1402 edf villa carmel residence;630000,00;Casa Amarela;Recife;PE;2014;1273,51;140,75;0,01952;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-06-16;Bom;Apartamento;504000,00;23396;-8.029017;-34.915414;2026
rua conselheiro nabuco;210;apto 1303 edf bosque da trindade;440000,00;Casa Amarela;Recife;PE;2016;1481,92;97,91;0,01061;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-17;Bom;Apartamento;0,00;45586;-8.029468;-34.915541;2026
rua antonio de castro;133;apto 1303 edf topazio;480000,00;Casa Amarela;Recife;PE;1998;1989;154,52;0,0147;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-23;Bom;Apartamento;0,00;5592;-8.028046;-34.915402;2026
rua antonio de castro;133;apto 0802 edf topazio;450000,00;Casa Amarela;Recife;PE;1998;1989;154,52;0,0147;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-15;Bom;Apartamento;0,00;5592;-8.028046;-34.915402;2026
rua antonio de castro;103;apto 0902 edf agua marinha;500000,00;Casa Amarela;Recife;PE;1999;1341,3;120,72;0,01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-07;Bom;Apartamento;0,00;5592;-8.027924;-34.915653;2026
rua antonio de castro;61;apto 0304 edf turmalina;425000,00;Casa Amarela;Recife;PE;2000;1322,06;152,42;0,01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-24;Bom;Apartamento;150000,00;5592;-8.027512;-34.91553;2026
rua antonio de castro;61;apto 1304 edf turmalina;455000,00;Casa Amarela;Recife;PE;2000;1322,06;152,42;0,01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-25;Bom;Apartamento;0,00;5592;-8.027512;-34.91553;2026
rua antonio de castro;27;apto 1104 edf esmeralda;525000,00;Casa Amarela;Recife;PE;2003;1759,06;173,14;0,01785;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-16;Bom;Apartamento;288178,00;5592;-8.027195;-34.915429;2026
est do arraial;4165;apto 1and;280000,00;Casa Amarela;Recife;PE;1961;425;145,74;0,43021;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-01-13;Bom;Apartamento;0,00;8222;-8.027891;-34.919386;2026
est do arraial;4135;apto 1;387785,55;Casa Amarela;Recife;PE;1997;420;158,16;0,46887;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-18;Bom;Apartamento;127837,73;8222;-8.027783;-34.919103;2026
est das ubaias;20;sala 1904 edf emp ubaias;520000,00;Casa Amarela;Recife;PE;2014;1197,38;138,3;0,01952;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-06-12;Bom;Centro Comercial/Serviços;0,00;61999;-8.029106;-34.917746;2026
est do arraial;4195;apto 0102 edf annete;350000,00;Casa Amarela;Recife;PE;1972;653,11;105,2;0,16666;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-07-10;Bom;Apartamento;280000,00;8222;-8.027996;-34.919674;2026
est do arraial;4195;apto 0101 edf annete;270000,00;Casa Amarela;Recife;PE;1972;653,11;105,2;0,16666;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-01-15;Bom;Apartamento;144000,00;8222;-8.027996;-34.919674;2026
rua da harmonia;700;apto 0101 edf n sra da conceicao;260000,00;Casa Amarela;Recife;PE;1972;640;117;0,16666;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-03-10;Bom;Apartamento;0,00;28517;-8.029801;-34.914884;2026
rua conselheiro nabuco;150;apto 401 edf. luar do sitio;361926,45;Casa Amarela;Recife;PE;2016;1414,1;113,59;0,01117;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-01;Bom;Apartamento;0,00;45586;;;2026
rua conselheiro nabuco;150;apto 603 edf. luar do sitio;365495,76;Casa Amarela;Recife;PE;2016;1414,1;113,59;0,01117;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-30;Bom;Apartamento;0,00;45586;;;2026
rua conselheiro nabuco;150;apto 703 edf. luar do sitio;510000,00;Casa Amarela;Recife;PE;2016;1414,1;113,59;0,01117;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-30;Bom;Apartamento;0,00;45586;;;2026
rua conselheiro nabuco;150;apto 703 edf. luar do sitio;367293,59;Casa Amarela;Recife;PE;2016;1414,1;113,59;0,01117;Médio;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-17;Bom;Apartamento;0,00;45586;;;2026
rua evaristo da veiga;255;apto 801 edf luar da harmonia;630000,00;Casa Amarela;Recife;PE;2011;1946,25;157,89;0,01583;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-27;Bom;Apartamento;0,00;23396;-8.029516;-34.914919;2026
rua evaristo da veiga;217;sala 504 edf torque emp;250000,00;Casa Amarela;Recife;PE;2015;1549,4;67,93;0,00788;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-03-05;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 403 edf torque emp;250000,00;Casa Amarela;Recife;PE;2015;1549,4;67,93;0,00788;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-02-10;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 401 edf torque emp;270000,00;Casa Amarela;Recife;PE;2015;1549,4;82,04;0,00952;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-02-10;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 708 edf torque emp;260000,00;Casa Amarela;Recife;PE;2015;1549,4;77,61;0,00901;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-06-01;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 503 edf torque emp;275000,00;Casa Amarela;Recife;PE;2015;1549,4;67,93;0,00788;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-02-10;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 405 edf torque emp;250000,00;Casa Amarela;Recife;PE;2015;1549,4;66,32;0,0077;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-02-10;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 1006 edf torque emp;250000,00;Casa Amarela;Recife;PE;2015;1549,4;66,32;0,0077;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-07-07;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 408 edf torque emp;280000,00;Casa Amarela;Recife;PE;2015;1549,4;77,61;0,00901;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-08-06;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 706 edf torque emp;250000,00;Casa Amarela;Recife;PE;2015;1549,4;66,32;0,0077;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-05-20;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 707 edf torque emp;260000,00;Casa Amarela;Recife;PE;2015;1549,4;77,61;0,00901;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-06-01;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 108 edf torque emp;260000,00;Casa Amarela;Recife;PE;2015;1549,4;77,61;0,00901;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-01-27;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 501 edf torque emp;275000,00;Casa Amarela;Recife;PE;2015;1549,4;82,04;0,00952;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-03-24;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 703 edf torque emp;250000,00;Casa Amarela;Recife;PE;2015;1549,4;67,93;0,00788;Superior;Sala > 4 Pavimentos;COMERCIAL COM LIXO ORGANICO;2026-02-26;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua evaristo da veiga;217;sala 705 edf torque emp;250000,00;Casa Amarela;Recife;PE;2015;1549,4;66,32;0,0077;Superior;Sala > 4 Pavimentos;COMERCIAL SEM LIXO ORGANICO;2026-02-26;Bom;Sala;0,00;23396;-8.02927;-34.914839;2026
rua irma lucia;40;apto 3001 edf poeme;1150000,00;Casa Amarela;Recife;PE;2007;2314,36;215,74;0,01564;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-03-03;Bom;Apartamento;0,00;39551;-8.028537;-34.920404;2026
rua irma lucia;112;apto 2101 edf engenho do prata;2100000,00;Casa Amarela;Recife;PE;1996;3021,72;535,8;0,03703;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-01-28;Bom;Apartamento;0,00;39551;-8.028968;-34.920779;2026
rua irma lucia;112;apto 2101 edf engenho do prata;2100000,00;Casa Amarela;Recife;PE;1996;3021,72;535,8;0,03703;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-20;Bom;Apartamento;0,00;39551;-8.028968;-34.920779;2026
rua irma lucia;112;apto 1901 edf engenho do prata;1765357,31;Casa Amarela;Recife;PE;1996;3021,72;535,8;0,03703;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-04-14;Bom;Apartamento;900000,00;39551;-8.028968;-34.920779;2026
est do encanamento;1284;apto 2;250000,00;Casa Amarela;Recife;PE;1963;392;93;0,27678;Simples;Apartamento <= 4 Pavimentos;RESIDENCIAL;2026-02-24;Bom;Apartamento;0,00;21385;-8.029351;-34.921305;2026
rua engenheiro oscar ferreira;329;apto 1204 edf luar de casa forte;275000,00;Casa Amarela;Recife;PE;2011;1218,73;71,06;0,01167;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-04;Bom;Apartamento;0,00;47856;-8.028957;-34.922688;2026
rua engenheiro oscar ferreira;329;apto 1202 edf luar de casa forte;275000,00;Casa Amarela;Recife;PE;2011;1218,73;71,25;0,0117;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-08-05;Bom;Apartamento;0,00;47856;-8.028957;-34.922688;2026
rua engenheiro oscar ferreira;329;apto 804 edf luar de casa forte;267056,64;Casa Amarela;Recife;PE;2011;1218,73;71,06;0,01167;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-02-24;Bom;Apartamento;196000,00;47856;-8.028957;-34.922688;2026
est do encanamento;1464;;1100000,00;Casa Amarela;Recife;PE;1971;420;468,65;1;Médio;Casa;RESIDENCIAL;2026-01-28;Bom;Casa;0,00;21385;-8.028884;-34.922957;2026
est do encanamento;1536;apto 203 edf. luciano friedheim res;620000,00;Casa Amarela;Recife;PE;2023;1005;107,33;0,02136;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-05-29;Bom;Apartamento;0,00;21385;;;2026
est do encanamento;1536;apto 402 edf. luciano friedheim res;630000,00;Casa Amarela;Recife;PE;2023;1005;107,33;0,02136;Superior;Apartamento > 4 Pavimentos;RESIDENCIAL;2026-07-20;Bom;Apartamento;0,00;21385;;;2026
