bairro_padronizado;endereco_edificio;logradouro_canonico;total_transacoes;total_revendas;m2_privativo_medio;valor_medio_corrigido;area_privativa_media;latitude;longitude
Pina;Avenida Antonio De Goes, 222 - Pina;Avenida Antonio De Goes;1;1;4570.72;1679737.97;367.5;-8.088394;-34.883483
Pina;Avenida Antonio De Goes, 570 - Pina;Avenida Antonio De Goes;1;0;3972.13;323331.33;81.4;-8.086633;-34.885135
Pina;Avenida Antonio De Goes, 604 - Pina;Avenida Antonio De Goes;1;0;13689.63;7782281.33;568.48;-8.086311;-34.885486
Pina;Avenida Antonio De Goes, 617 - Pina;Avenida Antonio De Goes;1;0;4701.19;2565063.99;545.62;-8.086748;-34.885827
Pina;Avenida Conselheiro Aguiar, 196 - Pina;Avenida Conselheiro Aguiar;1;0;43619.44;7809189.17;179.03;-8.092159;-34.884044
Pina;Avenida Consul Joseph Noujaim, 146 - Pina;Avenida Consul Joseph Noujaim;1;0;11381.95;895304.46;78.66;-8.086586;-34.889618
Pina;Avenida Engenheiro Domingos Ferreira, 266 - Pina;Avenida Engenheiro Domingos Ferreira;1;0;13780.16;2583779.49;187.5;-8.09258;-34.88542
Pina;Avenida Herculano Bandeira, 55 - Pina;Avenida Herculano Bandeira;1;1;12197.92;2426532.14;198.93;-8.091731;-34.882803
Pina;Rua Adonis De Souza, 14 - Pina;Rua Adonis De Souza;1;0;2445.51;381500.03;156.0;-8.088162;-34.894305
Pina;Rua Adonis De Souza, 18 - Pina;Rua Adonis De Souza;1;0;3857.85;689089.77;178.62;-8.088278;-34.893412
Pina;Rua Adonis De Souza, 28 - Pina;Rua Adonis De Souza;1;0;3053.23;565306.25;185.15;-8.088354;-34.892755
Pina;Rua Adonis De Souza, 31 - Pina;Rua Adonis De Souza;1;0;3769.38;401627.05;106.55;-8.088388;-34.894074
Pina;Rua Adonis De Souza, 45 - Pina;Rua Adonis De Souza;1;0;4141.96;580371.0;140.12;-8.088552;-34.892659
Pina;Rua Adonis De Souza, 46 - Pina;Rua Adonis De Souza;1;0;3385.45;298529.23;88.18;-8.088545;-34.892722
Pina;Rua Alcides Zloccowick, 150 - Pina;Rua Alcides Zloccowick;1;0;3889.82;279988.95;71.98;-8.088188;-34.895903
Pina;Rua Alexandrino Martins Rodrigues, 160 - Pina;Rua Alexandrino Martins Rodrigues;1;0;4547.31;2069662.25;455.14;-8.100763;-34.88856
Pina;Rua Alexandrino Martins Rodrigues, 186 - Pina;Rua Alexandrino Martins Rodrigues;1;0;5157.86;832633.15;161.43;-8.100245;-34.888607
Pina;Rua Antonio Pedro De Figueiredo, 175 - Pina;Rua Antonio Pedro De Figueiredo;1;0;12826.05;1906720.63;148.66;-8.099332;-34.888918
Pina;Rua Capitao Rebelinho, 440 - Pina;Rua Capitao Rebelinho;1;1;8816.24;1630121.94;184.9;-8.094861;-34.884066
Pina;Rua Capitao Rebelinho, 534 - Pina;Rua Capitao Rebelinho;1;1;8044.0;1061968.55;132.02;-8.095735;-34.884391
Pina;Rua Capitao Rebelinho, 68 - Pina;Rua Capitao Rebelinho;1;0;6617.04;1352389.92;204.38;-8.091557;-34.883482
Pina;Rua Capitao Rebelinho, 750 - Pina;Rua Capitao Rebelinho;1;0;18060.05;1625404.1;90.0;-8.094478;-34.883856
Pina;Rua Capitao Rebelinho, 96 - Pina;Rua Capitao Rebelinho;1;0;8183.5;523416.83;63.96;-8.091763;-34.883405
Pina;Rua Carneiro Pessoa, 126 - Pina;Rua Carneiro Pessoa;1;0;7221.33;1445998.9;200.24;-8.090506;-34.888494
Pina;Rua Estudante Jeremias Bastos, 119 - Pina;Rua Estudante Jeremias Bastos;1;0;10513.76;1563395.86;148.7;-8.091167;-34.884145
Pina;Rua Estudante Jeremias Bastos, 194 - Pina;Rua Estudante Jeremias Bastos;1;0;43386.65;1874303.27;43.2;-8.091657;-34.884215
Pina;Rua Joaquim Carneiro Da Silva, 155 - Pina;Rua Joaquim Carneiro Da Silva;1;0;5635.7;2665349.06;472.94;-8.098886;-34.888323
Pina;Rua Manoel Coriolano, 410 - Pina;Rua Manoel Coriolano;1;0;4738.46;227446.05;48.0;-8.090506;-34.888494
Pina;Rua Manoel Coriolano, 412 - Pina;Rua Manoel Coriolano;1;0;6476.27;1098246.48;169.58;-8.090506;-34.888494
Pina;Rua Manoel De Brito, 203 - Pina;Rua Manoel De Brito;1;0;0.0;1.68;1589.12;-8.087098;-34.88772
Pina;Rua Manoel De Brito, 311 - Pina;Rua Manoel De Brito;1;0;0.0;1.68;776.01;-8.087127;-34.887976
Pina;Rua Ondina, 141 - Pina;Rua Ondina;1;0;9937.85;1976637.46;198.9;-8.094015;-34.883948
Pina;Rua Ondina, 213 - Pina;Rua Ondina;1;0;6351.83;1030966.28;162.31;-8.093867;-34.884586
Pina;Rua Ondina, 75 - Pina;Rua Ondina;1;1;10577.53;312883.29;29.58;-8.094192;-34.883354
Pina;Rua Padre Oliveira Rolim, 26 - Pina;Rua Padre Oliveira Rolim;1;0;4355.33;235318.39;54.03;-8.087759;-34.894713
Pina;Rua Pereira Da Costa, 230 - Pina;Rua Pereira Da Costa;1;0;1931.15;316939.71;164.12;-8.095248;-34.885068
Pina;Rua Souto Filho, 35 - Pina;Rua Souto Filho;1;0;5687.29;528861.38;92.99;-8.093426;-34.882906
Pina;Rua Tome Gibson, 230 - Pina;Rua Tome Gibson;1;0;2410.43;220506.25;91.48;-8.098711;-34.886268
Pina;Rua Tome Gibson, 296 - Pina;Rua Tome Gibson;1;0;4637.81;1601714.45;345.36;-8.098473;-34.886746
Pina;Rua Tome Gibson, 368 - Pina;Rua Tome Gibson;1;0;3289.93;857124.92;260.53;-8.098186;-34.887348
Pina;Rua Tome Gibson, 379 - Pina;Rua Tome Gibson;1;0;5110.3;1149818.07;225.0;-8.098385;-34.887847
Pina;Rua Tome Gibson, 455 - Pina;Rua Tome Gibson;1;0;5230.54;1432487.14;273.87;-8.098135;-34.888403
Pina;Rua Tome Gibson, 456 - Pina;Rua Tome Gibson;1;0;0.01;1.55;275.82;-8.097783;-34.88828
Poco;Rua Do Chacon, 274 - Poco;Rua Do Chacon;91;24;3227.23;162588.01;50.38;-8.039999;-34.919765
Poco;Rua Piaui, 20 - Poco;Rua Piaui;43;14;8349.61;1090208.34;130.57;-8.029583;-34.924143
Poco;Rua Piaui, 183 - Poco;Rua Piaui;30;16;8226.04;731653.69;88.96;-8.029583;-34.924143
Poco;Rua Tito Livio Soares, 315 - Poco;Rua Tito Livio Soares;21;9;9309.7;916557.13;98.49;-8.038339;-34.922347
Poco;Rua Guilherme Salazar, 150 - Poco;Rua Guilherme Salazar;14;13;8905.74;1314309.02;147.58;-8.038735;-34.921421
Poco;Rua Marechal Rondon, 323 - Poco;Rua Marechal Rondon;14;10;6970.53;503410.88;72.23;-8.030043;-34.921954
Poco;Rua Alfredo Coutinho, 74 - Poco;Rua Alfredo Coutinho;12;12;6664.22;277623.61;42.58;-8.0303;-34.922247
Poco;Rua Marechal Rondon, 305 - Poco;Rua Marechal Rondon;9;2;6846.26;525510.54;76.78;-8.030276;-34.922057
Poco;Rua Luiz Guimaraes, 411 - Poco;Rua Luiz Guimaraes;8;2;8096.21;876981.46;108.32;-8.032439;-34.926031
Poco;Rua Tapacura, 75 - Poco;Rua Tapacura;7;3;8979.1;1357549.94;151.19;-8.032206;-34.926576
Poco;Rua Piaui, 67 - Poco;Rua Piaui;6;0;7885.09;1737822.77;220.48;-8.029845;-34.923634
Poco;Avenida Dezessete De Agosto, 1077 - Poco;Avenida Dezessete De Agosto;5;0;4441.03;1093737.16;246.28;-8.038293;-34.918847
Poco;Rua Piaui, 53 - Poco;Rua Piaui;5;5;7917.5;2868353.21;362.28;-8.029477;-34.924852
Poco;Avenida Dezessete De Agosto, 1117 - Poco;Avenida Dezessete De Agosto;4;4;3383.28;935712.38;276.57;-8.038182;-34.919072
Poco;Rua Coronel Romeu Sobreira, 117 - Poco;Rua Coronel Romeu Sobreira;4;0;4683.36;758315.08;164.19;-8.035163;-34.922558
Poco;Rua Marques De Tamandare, 138 - Poco;Rua Marques De Tamandare;4;0;2921.69;707253.34;242.07;-8.032209;-34.924413
Poco;Rua Guerra De Holanda, 158 - Poco;Rua Guerra De Holanda;3;1;8007.97;2132203.13;266.26;-8.029156;-34.923938
Poco;Rua Guilherme Salazar, 151 - Poco;Rua Guilherme Salazar;3;2;5517.61;817158.49;148.1;-8.038595;-34.921814
Poco;Rua Professor Edgar Altino, 145 - Poco;Rua Professor Edgar Altino;3;3;3821.5;1543620.11;403.93;-8.037169;-34.921331
Poco;Avenida Dezessete De Agosto, 1133 - Poco;Avenida Dezessete De Agosto;2;2;2476.45;684092.63;276.24;-8.037898;-34.919081
Poco;Praça Professor Doutor Antonio Figueira, 300 - Poco;Praça Professor Doutor Antonio Figueira;2;2;6868.64;1279627.36;186.3;-8.035298;-34.923034
Poco;Rua Do Chacon, 278 - Poco;Rua Do Chacon;2;2;83.13;113898.45;1370.07;-8.039999;-34.919765
Poco;Rua Do Chacon, 297 - Poco;Rua Do Chacon;2;2;17702.11;4574402.86;258.41;-8.0401;-34.919686
Poco;Rua Do Chacon, 335 - Poco;Rua Do Chacon;2;2;3816.85;1895716.41;496.67;-8.040388;-34.919919
Poco;Rua Joao Cauas, 51 - Poco;Rua Joao Cauas;2;2;8791.4;309193.41;35.17;-8.033848;-34.923526
Poco;Rua Joao Teobaldo De Azevedo, 117 - Poco;Rua Joao Teobaldo De Azevedo;2;1;6199.07;799918.55;129.83;-8.035247;-34.92198
Poco;Rua Joaquim Xavier De Andrade, 85 - Poco;Rua Joaquim Xavier De Andrade;2;2;4969.24;1426171.26;287.0;-8.039191;-34.921591
Poco;Rua Piaui, 151 - Poco;Rua Piaui;2;2;5730.22;2039957.31;356.0;-8.029488;-34.924653
Poco;Rua Piaui, 50 - Poco;Rua Piaui;2;2;5865.7;2544014.06;433.71;-8.029428;-34.923572
Poco;Rua Silveira Lobo, 131 - Poco;Rua Silveira Lobo;2;0;3766.3;303638.79;80.62;-8.030449;-34.923375
Poco;Avenida Dezessete De Agosto, 1209 - Poco;Avenida Dezessete De Agosto;1;0;6354.7;2573653.25;405.0;-8.03745;-34.919683
Poco;Avenida Dezessete De Agosto, 1255 - Poco;Avenida Dezessete De Agosto;1;1;4026.98;1136212.31;282.15;-8.037168;-34.919827
Poco;Rua Alfredo Coutinho, 285 - Poco;Rua Alfredo Coutinho;1;0;4401.45;2093460.64;475.63;-8.030349;-34.922276
Poco;Rua Alfredo Coutinho, 37 - Poco;Rua Alfredo Coutinho;1;0;3013.99;1150138.42;381.6;-8.03069;-34.92242
Poco;Rua Alfredo Coutinho, 55 - Poco;Rua Alfredo Coutinho;1;0;4574.92;996462.85;217.81;-8.030597;-34.922482
Poco;Rua Bianor De Medeiros, 65 - Poco;Rua Bianor De Medeiros;1;0;8678.0;1426228.71;164.35;-8.030921;-34.923142
Poco;Rua Capitao Reginaldo Carneiro Da Cunha, 38 - Poco;Rua Capitao Reginaldo Carneiro Da Cunha;1;0;5944.38;1028021.94;172.94;-8.037343;-34.920436
Poco;Rua Do Chacon, 183 - Poco;Rua Do Chacon;1;0;4484.17;2016618.79;449.72;-8.03902;-34.919615
Poco;Rua Do Chacon, 184 - Poco;Rua Do Chacon;1;0;9867.84;9909779.19;1004.25;-8.039999;-34.919765
Poco;Rua Dona Olegarinha, 288 - Poco;Rua Dona Olegarinha;1;0;5849.31;3498237.73;598.06;-8.040337;-34.919727
Poco;Rua Joaquim Xavier De Andrade, 136 - Poco;Rua Joaquim Xavier De Andrade;1;0;27869.77;11576268.31;415.37;-8.039114;-34.922163
Poco;Rua Joaquim Xavier De Andrade, 151 - Poco;Rua Joaquim Xavier De Andrade;1;0;7729.59;1545917.91;200.0;-8.039191;-34.921591
Poco;Rua Joaquim Xavier De Andrade, 32 - Poco;Rua Joaquim Xavier De Andrade;1;0;6089.66;1552254.4;254.9;-8.039268;-34.92102
Poco;Rua Luiz Guimaraes, 183 - Poco;Rua Luiz Guimaraes;1;0;8727.49;2656474.67;304.38;-8.034706;-34.925526
Poco;Rua Marechal Rondon, 65 - Poco;Rua Marechal Rondon;1;0;4625.07;1618866.88;350.02;-8.031649;-34.923341
Poco;Rua Piaui, 36 - Poco;Rua Piaui;1;0;5752.23;2537881.9;441.2;-8.02954;-34.923316
Poco;Rua Silveira Lobo, 123 - Poco;Rua Silveira Lobo;1;0;4978.9;1120401.27;225.03;-8.030517;-34.923481
Poco;Rua Silveira Lobo, 141 - Poco;Rua Silveira Lobo;1;0;5333.78;950000.0;178.11;-8.03037;-34.923263
Poco;Rua Silveira Lobo, 201 - Poco;Rua Silveira Lobo;1;0;4939.19;1800334.54;364.5;-8.030089;-34.922859
Poco;Rua Silveira Lobo, 21 - Poco;Rua Silveira Lobo;1;1;9520.1;1101475.87;115.7;-8.03098;-34.924153
Poco;Rua Soares De Azevedo, 135 - Poco;Rua Soares De Azevedo;1;0;4858.56;1228244.74;252.8;-8.034907;-34.922888
Poco;Rua Soares De Azevedo, 149 - Poco;Rua Soares De Azevedo;1;0;3364.89;944693.02;280.75;-8.035005;-34.922942
Poco;Rua Soares De Azevedo, 188 - Poco;Rua Soares De Azevedo;1;0;5222.9;1260808.04;241.4;-8.035179;-34.923425
Poco;Rua Soares De Azevedo, 83 - Poco;Rua Soares De Azevedo;1;0;6080.3;655274.4;107.77;-8.034291;-34.922407
Poco;Rua Tapacura, 68 - Poco;Rua Tapacura;1;0;5160.53;963006.0;186.61;-8.031625;-34.926264
Poco;Rua Tito Livio Soares, 345 - Poco;Rua Tito Livio Soares;1;0;8090.34;1830601.83;226.27;-8.038256;-34.922399
Ponto De Parada;Rua Monte Azul, 38 - Ponto De Parada;Rua Monte Azul;23;4;6612.25;476615.45;72.09;-8.028908;-34.893536
Ponto De Parada;Rua Jose Alexandre Cacador, 138 - Ponto De Parada;Rua Jose Alexandre Cacador;20;7;7380.77;492413.6;66.7;-8.030998;-34.89467
Ponto De Parada;Avenida Beberibe Santa Cruz Futebol Clube, 1021 - Ponto De Parada;Avenida Beberibe Santa Cruz Futebol Clube;2;1;0.02;1.82;205.35;-8.012544;-34.890034
Ponto De Parada;Rua Mem De Sa, 107 - Ponto De Parada;Rua Mem De Sa;1;0;1950.99;565493.02;289.85;-8.029772;-34.891546
Porto Da Madeira;Avenida Beberibe Santa Cruz Futebol Clube, 3785 - Porto Da Madeira;Avenida Beberibe Santa Cruz Futebol Clube;19;3;996.2;39030.99;39.18;-8.012544;-34.890034
Porto Da Madeira;Rua Dona Virtuosa De Lucena, 126 - Porto Da Madeira;Rua Dona Virtuosa De Lucena;2;1;2153.2;118856.46;55.2;-8.004739;-34.892024
Porto Da Madeira;Avenida Beberibe Santa Cruz Futebol Clube, 3530 - Porto Da Madeira;Avenida Beberibe Santa Cruz Futebol Clube;1;0;2998.65;208886.05;69.66;-8.006921;-34.888587
Porto Da Madeira;Avenida Beberibe Santa Cruz Futebol Clube, 3790 - Porto Da Madeira;Avenida Beberibe Santa Cruz Futebol Clube;1;0;6282.84;887765.71;141.3;-8.012544;-34.890034
Porto Da Madeira;Rua Conselheiro Barros Barreto, 76 - Porto Da Madeira;Rua Conselheiro Barros Barreto;1;0;6642.24;352038.81;53.0;-8.007867;-34.890705
Prado;Rua Japecanga, 125 - Prado;Rua Japecanga;30;8;6354.2;747953.55;117.71;-8.059172;-34.910409
Prado;Rua Pandia Calogeras, 115 - Prado;Rua Pandia Calogeras;18;11;6959.37;498433.87;71.62;-8.060575;-34.911214
Prado;Rua Felix Cavalcante Albuquerque, 107 - Prado;Rua Felix Cavalcante Albuquerque;15;8;6006.41;415627.9;69.54;-8.057427;-34.913436
Prado;Rua Japecanga, 54 - Prado;Rua Japecanga;15;3;7061.59;683703.61;96.82;-8.058898;-34.911189
Prado;Rua Manoel De Arruda Camara, 120 - Prado;Rua Manoel De Arruda Camara;12;7;3956.72;381235.13;96.38;-8.059925;-34.911461
Prado;Rua Pandia Calogeras, 250 - Prado;Rua Pandia Calogeras;10;2;4495.81;564359.32;125.53;-8.0612;-34.910332
Prado;Rua Pandia Calogeras, 91 - Prado;Rua Pandia Calogeras;10;0;5953.55;408999.14;68.7;-8.060211;-34.911601
Prado;Rua Mariz Vilela, 25 - Prado;Rua Mariz Vilela;9;6;7534.95;495511.66;65.73;-8.058619;-34.911838
Prado;Rua Pinto Junior, 160 - Prado;Rua Pinto Junior;8;4;5036.42;223514.37;44.46;-8.063416;-34.911378
Prado;Rua Felix Cavalcante Albuquerque, 74 - Prado;Rua Felix Cavalcante Albuquerque;7;4;3367.64;249475.11;74.08;-8.057819;-34.913124
Prado;Rua Rodrigues De Mendonca, 31 - Prado;Rua Rodrigues De Mendonca;6;2;4060.32;457822.38;112.59;-8.06043;-34.910825
Prado;Rua Felix Cavalcante Albuquerque, 146 - Prado;Rua Felix Cavalcante Albuquerque;4;4;2575.36;191606.24;74.4;-8.057129;-34.912989
Prado;Rua Olivedos, 20 - Prado;Rua Olivedos;3;2;4118.3;200931.91;48.79;-8.057494;-34.918958
Prado;Rua Rodrigues De Mendonca, 93 - Prado;Rua Rodrigues De Mendonca;3;3;4089.9;584446.17;142.9;-8.061408;-34.911137
Prado;Rua Desembargador Adolfo Ciriaco, 120 - Prado;Rua Desembargador Adolfo Ciriaco;2;0;3152.73;366512.69;116.14;-8.057328;-34.912387
Prado;Rua Desembargador Adolfo Ciriaco, 169 - Prado;Rua Desembargador Adolfo Ciriaco;2;0;4528.56;394793.38;86.87;-8.057124;-34.912702
Prado;Rua Diniz Barreto, 100 - Prado;Rua Diniz Barreto;2;0;4473.06;289854.14;64.8;-8.062306;-34.912216
Prado;Rua Felix Cavalcante Albuquerque, 98 - Prado;Rua Felix Cavalcante Albuquerque;2;2;3961.91;268498.92;67.77;-8.057556;-34.913074
Prado;Rua Leopolis, 160 - Prado;Rua Leopolis;2;2;3134.38;683608.63;218.1;-8.060184;-34.921051
Prado;Rua Pandia Calogeras, 201 - Prado;Rua Pandia Calogeras;2;2;2877.77;637771.48;221.62;-8.060571;-34.910652
Prado;Rua Pinto Junior, 313 - Prado;Rua Pinto Junior;2;0;3648.62;306848.29;84.1;-8.063266;-34.910401
Prado;Rua Pinto Junior, 77 - Prado;Rua Pinto Junior;2;2;5862.58;3165789.6;540.0;-8.063155;-34.909999
Prado;Rua Poa, 60 - Prado;Rua Poa;2;2;2588.15;962923.87;372.05;-8.063224;-34.914577
Prado;Rua Potyra, 269 - Prado;Rua Potyra;2;2;3606.69;314503.02;87.2;-8.063712;-34.916255
Prado;Rua Potyra, 310 - Prado;Rua Potyra;2;2;1151.43;467020.0;405.6;-8.063852;-34.916938
Prado;Rua Aurilancia, 66 - Prado;Rua Aurilancia;1;1;3269.11;994135.4;304.1;-8.06345;-34.917258
Prado;Rua Desembargador Adolfo Ciriaco, 140 - Prado;Rua Desembargador Adolfo Ciriaco;1;0;3218.46;433236.86;134.61;-8.057169;-34.912357
Prado;Rua Desembargador Adolfo Ciriaco, 46 - Prado;Rua Desembargador Adolfo Ciriaco;1;0;2309.26;829025.95;359.0;-8.058222;-34.912544
Prado;Rua Desembargador Adolfo Ciriaco, 63 - Prado;Rua Desembargador Adolfo Ciriaco;1;0;2405.32;675436.69;280.81;-8.057965;-34.912876
Prado;Rua Diniz Barreto, 130 - Prado;Rua Diniz Barreto;1;0;3634.63;200631.34;55.2;-8.062324;-34.912097
Prado;Rua Felix Cavalcante Albuquerque, 134 - Prado;Rua Felix Cavalcante Albuquerque;1;0;3619.83;269315.24;74.4;-8.057238;-34.913009
Prado;Rua Felix Cavalcante Albuquerque, 52 - Prado;Rua Felix Cavalcante Albuquerque;1;0;199.51;83902.4;420.55;-8.058097;-34.913177
Prado;Rua Hercules Florence, 46 - Prado;Rua Hercules Florence;1;0;4083.45;812607.08;199.0;-8.062958;-34.913741
Prado;Rua Itapecerica, 85 - Prado;Rua Itapecerica;1;0;2188.26;521351.95;238.25;-8.057868;-34.911821
Prado;Rua Japecanga, 159 - Prado;Rua Japecanga;1;0;3395.06;1423105.68;419.17;-8.059429;-34.910187
Prado;Rua Japecanga, 182 - Prado;Rua Japecanga;1;0;7108.95;2163680.56;304.36;-8.059745;-34.910377
Prado;Rua Japecanga, 185 - Prado;Rua Japecanga;1;0;3389.17;677834.42;200.0;-8.059664;-34.910027
Prado;Rua Leopolis, 140 - Prado;Rua Leopolis;1;0;2888.99;154445.24;53.46;-8.060247;-34.920853
Prado;Rua Leopolis, 31 - Prado;Rua Leopolis;1;0;1104.48;343426.89;310.94;-8.060719;-34.920355
Prado;Rua Leopolis, 47 - Prado;Rua Leopolis;1;0;2555.07;343426.89;134.41;-8.060688;-34.920457
Prado;Rua Leopolis, 80 - Prado;Rua Leopolis;1;0;5019.18;552109.62;110.0;-8.060404;-34.920753
Prado;Rua Manicore, 196 - Prado;Rua Manicore;1;0;542.97;127054.03;234.0;-8.055947;-34.916151
Prado;Rua Manoel De Arruda Camara, 202 - Prado;Rua Manoel De Arruda Camara;1;1;2245.17;209429.15;93.28;-8.06029;-34.910669
Prado;Rua Manoel De Arruda Camara, 77 - Prado;Rua Manoel De Arruda Camara;1;0;5170.95;1214500.1;234.87;-8.059391;-34.911285
Prado;Rua Manoel Pessoa De Luna Filho, 83 - Prado;Rua Manoel Pessoa De Luna Filho;1;0;3698.87;905334.33;244.76;-8.057475;-34.923682
Prado;Rua Pinto Junior, 115 - Prado;Rua Pinto Junior;1;0;3385.84;390962.64;115.47;-8.062929;-34.912009
Prado;Rua Pinto Junior, 190 - Prado;Rua Pinto Junior;1;0;4550.38;558786.36;122.8;-8.063497;-34.911054
Prado;Rua Pinto Junior, 203 - Prado;Rua Pinto Junior;1;0;5606.51;547195.15;97.6;-8.063457;-34.911219
Prado;Rua Pinto Junior, 223 - Prado;Rua Pinto Junior;1;0;4618.09;1526832.5;330.62;-8.063038;-34.911157
Prado;Rua Poa, 53 - Prado;Rua Poa;1;0;2015.14;499755.93;248.0;-8.063468;-34.914743
Prado;Rua Potyra, 284 - Prado;Rua Potyra;1;0;1989.15;173453.76;87.2;-8.063676;-34.916768
Prado;Rua Potyra, 333 - Prado;Rua Potyra;1;0;2791.2;520364.0;186.43;-8.064251;-34.916798
Prado;Rua Potyra, 343 - Prado;Rua Potyra;1;0;2670.12;704671.91;263.91;-8.064319;-34.916894
Prado;Rua Ricardo Salazar, 54 - Prado;Rua Ricardo Salazar;1;0;7296.56;1578975.83;216.4;-8.058514;-34.910634
Prado;Rua Ricardo Salazar, 72 - Prado;Rua Ricardo Salazar;1;0;4103.13;1122124.71;273.48;-8.058608;-34.910556
Prado;Rua Ricardo Salazar, 83 - Prado;Rua Ricardo Salazar;1;0;9037.05;5532484.63;612.2;-8.057516;-34.910969
Prado;Rua Rodrigues De Mendonca, 45 - Prado;Rua Rodrigues De Mendonca;1;0;5491.65;397320.55;72.35;-8.060902;-34.910987
Prado;Rua Ulisses Pernambucano, 156 - Prado;Rua Ulisses Pernambucano;1;1;2045.55;331071.56;161.85;-8.056843;-34.913605
Prado;Rua Ulisses Pernambucano, 51 - Prado;Rua Ulisses Pernambucano;1;1;3220.25;647109.41;200.95;-8.057744;-34.914162
Prado;Rua Ulisses Pernambucano, 91 - Prado;Rua Ulisses Pernambucano;1;0;1241.99;383042.97;308.41;-8.057355;-34.914082
Prado;Rua Virginio Campello, 13 - Prado;Rua Virginio Campello;1;0;696.23;90864.72;130.51;-8.057416;-34.915637
Prado;Rua Xavier Sobrinho, 330 - Prado;Rua Xavier Sobrinho;1;0;5242.94;563300.97;107.44;-8.059495;-34.921372
Recife;Rua De Sao Jorge, 215 - Recife;Rua De Sao Jorge;13;5;5678.3;230419.99;38.87;-8.058834;-34.870642
Recife;Avenida Marques De Olinda, 58 - Recife;Avenida Marques De Olinda;10;10;4439.61;385100.35;89.7;-8.063153;-34.871979
Recife;Rua Vigario Tenorio, 105 - Recife;Rua Vigario Tenorio;6;2;1752.94;44951.83;25.02;-8.06402;-34.872445
Recife;Rua Da Guia, 81 - Recife;Rua Da Guia;3;3;11452.85;3167858.4;276.6;-8.062008;-34.872398
Recife;Rua De Sao Jorge, 240 - Recife;Rua De Sao Jorge;3;2;5714.63;330135.98;57.34;-8.059012;-34.870156
Recife;Rua Do Brum, 703 - Recife;Rua Do Brum;2;2;2366.05;6996146.46;2956.89;-8.054056;-34.871445
Recife;Rua Do Brum, 77 - Recife;Rua Do Brum;2;2;1516.58;1816667.62;1197.87;-8.059751;-34.872212
Recife;Rua Vigario Tenorio, 155 - Recife;Rua Vigario Tenorio;2;2;5212.72;1657644.46;318.0;-8.0641;-34.872838
Recife;Rua Vigario Tenorio, 205 - Recife;Rua Vigario Tenorio;2;2;3993.08;830560.51;208.0;-8.064129;-34.873353
Recife;Rua Vigario Tenorio, 43 - Recife;Rua Vigario Tenorio;2;2;27976.86;2406010.21;86.0;-8.063871;-34.87185
Recife;Avenida Marques De Olinda, 85 - Recife;Avenida Marques De Olinda;1;0;13988.22;4177720.98;298.66;-8.063584;-34.87221
Recife;Avenida Rio Branco, 50 - Recife;Avenida Rio Branco;1;0;1771.09;2954662.87;1668.27;-8.062678;-34.871864
Recife;Rua Da Guia, 117 - Recife;Rua Da Guia;1;0;3875.87;814281.0;210.09;-8.061749;-34.872127
Recife;Rua Da Guia, 121 - Recife;Rua Da Guia;1;0;3305.87;1002173.97;303.15;-8.061716;-34.872108
Recife;Rua Da Guia, 127 - Recife;Rua Da Guia;1;0;2445.48;726308.94;297.0;-8.06167;-34.872094
Recife;Rua Da Guia, 211 - Recife;Rua Da Guia;1;0;0.01;1.51;254.32;-8.06101;-34.871702
Recife;Rua Da Guia, 217 - Recife;Rua Da Guia;1;0;10504.41;1431751.59;136.3;-8.060938;-34.871754
Recife;Rua Da Guia, 223 - Recife;Rua Da Guia;1;0;6903.83;531318.78;76.96;-8.060932;-34.871673
Recife;Rua Da Guia, 227 - Recife;Rua Da Guia;1;0;6885.66;515597.98;74.88;-8.060896;-34.871658
Recife;Rua Da Guia, 231 - Recife;Rua Da Guia;1;0;6543.71;408982.07;62.5;-8.060859;-34.87164
Recife;Rua Do Brum, 186 - Recife;Rua Do Brum;1;0;3944.43;1318150.33;334.18;-8.05891;-34.871462
Recife;Rua Do Brum, 196 - Recife;Rua Do Brum;1;0;4098.04;2293096.83;559.56;-8.058828;-34.871483
Recife;Rua Do Brum, 69 - Recife;Rua Do Brum;1;0;1397.97;1416146.31;1013.0;-8.059825;-34.872214
Recife;Rua Tomazina, 113 - Recife;Rua Tomazina;1;0;0.01;1.79;199.5;-8.06437;-34.873183
Recife;Rua Tomazina, 121 - Recife;Rua Tomazina;1;0;5072.69;936418.5;184.6;-8.064366;-34.87326
Recife;Rua Vigario Tenorio, 149 - Recife;Rua Vigario Tenorio;1;0;3523.8;468665.84;133.0;-8.064094;-34.872782
Recife;Rua Vigario Tenorio, 55 - Recife;Rua Vigario Tenorio;1;0;2178.41;2104344.03;966.0;-8.063891;-34.871956
Rosarinho;Rua Engenheiro Sampaio, 59 - Rosarinho;Rua Engenheiro Sampaio;82;35;10964.2;1254503.13;114.47;-8.0341;-34.897511
Rosarinho;Rua Engenheiro Sampaio, 110 - Rosarinho;Rua Engenheiro Sampaio;43;28;6009.25;735532.73;122.4;-8.033835;-34.897546
Rosarinho;Rua Engenheiro Sampaio, 218 - Rosarinho;Rua Engenheiro Sampaio;34;18;7997.44;960559.98;120.09;-8.033582;-34.898096
Rosarinho;Rua Hipolito Braga, 163 - Rosarinho;Rua Hipolito Braga;33;20;7529.25;763616.98;101.42;-8.031617;-34.896281
