bairro_padronizado;endereco_edificio;logradouro_canonico;total_transacoes;total_revendas;m2_privativo_medio;valor_medio_corrigido;area_privativa_media;latitude;longitude
Ilha Do Retiro;Rua Abdisio Veiga, 101 - Ilha Do Retiro;Rua Abdisio Veiga;7;0;7186.89;592948.7;82.5;-8.062728;-34.905713
Ilha Do Retiro;Rua Doutor Joao Marques, 100 - Ilha Do Retiro;Rua Doutor Joao Marques;6;0;4472.17;492654.34;110.16;-8.063413;-34.906606
Ilha Do Retiro;Rua Abdisio Veiga, 111 - Ilha Do Retiro;Rua Abdisio Veiga;5;5;3091.89;1262604.3;408.36;-8.062713;-34.905709
Ilha Do Retiro;Rua Abdisio Veiga, 119 - Ilha Do Retiro;Rua Abdisio Veiga;5;5;3830.13;850441.63;222.04;-8.062548;-34.905691
Ilha Do Retiro;Rua Abdisio Veiga, 81 - Ilha Do Retiro;Rua Abdisio Veiga;5;5;6387.36;1909819.45;299.0;-8.062922;-34.905738
Ilha Do Retiro;Rua Doutor Joao Marques, 139 - Ilha Do Retiro;Rua Doutor Joao Marques;4;4;2113.56;443974.61;210.06;-8.063056;-34.906368
Ilha Do Retiro;Rua Dona Maria Vieira, 158 - Ilha Do Retiro;Rua Dona Maria Vieira;3;0;3642.47;392877.08;107.86;-8.06286;-34.909249
Ilha Do Retiro;Rua Dona Maria Vieira, 78 - Ilha Do Retiro;Rua Dona Maria Vieira;3;3;3031.89;555108.07;183.09;-8.062886;-34.908485
Ilha Do Retiro;Rua Dona Maria Vieira, 83 - Ilha Do Retiro;Rua Dona Maria Vieira;3;3;5700.27;883541.07;155.0;-8.063263;-34.908643
Ilha Do Retiro;Rua Comendador Bento Aguiar, 404 - Ilha Do Retiro;Rua Comendador Bento Aguiar;2;2;5106.28;1830601.83;358.5;-8.061766;-34.90689
Ilha Do Retiro;Rua Dona Maria Vieira, 45 - Ilha Do Retiro;Rua Dona Maria Vieira;2;2;2494.1;764443.09;306.5;-8.063312;-34.908209
Ilha Do Retiro;Avenida Beira Rio Deputado Osvaldo Coelho, 186 - Ilha Do Retiro;Avenida Beira Rio Deputado Osvaldo Coelho;1;1;6907.76;1096814.76;158.78;-8.063367;-34.906789
Ilha Do Retiro;Avenida Beira Rio Deputado Osvaldo Coelho, 360 - Ilha Do Retiro;Avenida Beira Rio Deputado Osvaldo Coelho;1;1;6928.64;1503030.6;216.93;-8.063367;-34.906789
Ilha Do Retiro;Avenida Prefeito Lima Castro, 302 - Ilha Do Retiro;Avenida Prefeito Lima Castro;1;0;170741.1;22742714.1;133.2;-8.065319;-34.902866
Ilha Do Retiro;Avenida Prefeito Lima Castro, 333 - Ilha Do Retiro;Avenida Prefeito Lima Castro;1;0;1539.2;1313290.2;853.23;-8.065319;-34.902866
Ilha Do Retiro;Rua Comendador Bento Aguiar, 486 - Ilha Do Retiro;Rua Comendador Bento Aguiar;1;0;3359.47;1242129.48;369.74;-8.062388;-34.907052
Ilha Do Retiro;Rua Curio, 36 - Ilha Do Retiro;Rua Curio;1;0;2710.51;187811.54;69.29;-8.06377;-34.907152
Ilha Do Retiro;Rua Dona Maria Vieira, 55 - Ilha Do Retiro;Rua Dona Maria Vieira;1;0;2768.25;646053.07;233.38;-8.063301;-34.908319
Ilha Do Retiro;Rua Dona Maria Vieira, 93 - Ilha Do Retiro;Rua Dona Maria Vieira;1;1;4587.9;680614.62;148.35;-8.063253;-34.908751
Ilha Do Retiro;Rua Doutor Joao Marques, 129 - Ilha Do Retiro;Rua Doutor Joao Marques;1;0;2610.95;365115.25;139.84;-8.063064;-34.906444
Ilha Do Retiro;Rua Doutor Joao Marques, 149 - Ilha Do Retiro;Rua Doutor Joao Marques;1;0;3868.82;337361.14;87.2;-8.063041;-34.906233
Ilha Do Retiro;Rua Doutor Joao Marques, 200 - Ilha Do Retiro;Rua Doutor Joao Marques;1;0;1668.82;660850.85;396.0;-8.063217;-34.905617
Ilha Do Retiro;Rua Doutor Joao Marques, 211 - Ilha Do Retiro;Rua Doutor Joao Marques;1;0;3262.96;774040.14;237.22;-8.062891;-34.90544
Ilha Do Retiro;Rua Senador Fabio De Barros, 250 - Ilha Do Retiro;Rua Senador Fabio De Barros;1;0;8189.54;4396884.05;536.89;-8.061803;-34.905668
Ilha Do Retiro;Rua Vital Brasil, 14 - Ilha Do Retiro;Rua Vital Brasil;1;0;4668.23;1115473.41;238.95;-8.062543;-34.906183
Ilha Do Retiro;Rua Vital Brasil, 61 - Ilha Do Retiro;Rua Vital Brasil;1;0;3526.83;431507.51;122.35;-8.062878;-34.906668
Imbiribeira;Rua Conde Pereira Carneiro, 625 - Imbiribeira;Rua Conde Pereira Carneiro;194;4;5877.1;333192.78;56.71;-8.107447;-34.908887
Imbiribeira;Rua Le Parc, 100 - Imbiribeira;Rua Le Parc;171;121;10052.39;1480429.02;147.16;-8.109994;-34.903453
Imbiribeira;Rua Jorge De Lima, 121 - Imbiribeira;Rua Jorge De Lima;142;5;6075.92;412407.63;68.02;-8.109517;-34.906841
Imbiribeira;Rua Conde Pereira Carneiro, 305 - Imbiribeira;Rua Conde Pereira Carneiro;106;28;6497.27;499745.14;76.92;-8.107438;-34.90888
Imbiribeira;Rua Presidente Nilo Pecanha, 531 - Imbiribeira;Rua Presidente Nilo Pecanha;105;57;4650.8;252981.3;54.52;-8.118863;-34.910529
Imbiribeira;Rua Alameda Das Hortencias, 101 - Imbiribeira;Rua Alameda Das Hortencias;97;49;6066.25;343548.04;56.62;-8.116197;-34.909317
Imbiribeira;Rua Jorge De Lima, 245 - Imbiribeira;Rua Jorge De Lima;92;46;7348.62;529990.79;72.05;-8.109508;-34.90682
Imbiribeira;Rua Professor Pedro Augusto Carneiro Leao, 585 - Imbiribeira;Rua Professor Pedro Augusto Carneiro Leao;87;40;3960.41;177275.72;44.83;-8.117149;-34.909527
Imbiribeira;Rua Evaristo Carneiro Leao, 273 - Imbiribeira;Rua Evaristo Carneiro Leao;61;17;5462.39;323464.68;59.25;-8.129665;-34.91215
Imbiribeira;Rua Moacir Albuquerque, 500 - Imbiribeira;Rua Moacir Albuquerque;54;17;6908.02;590450.73;85.72;-8.088403;-34.91159
Imbiribeira;Rua Sao Judas Tadeu, 224 - Imbiribeira;Rua Sao Judas Tadeu;47;0;6629.21;347209.84;52.41;-8.115051;-34.907851
Imbiribeira;Rua Presidente Nilo Pecanha, 231 - Imbiribeira;Rua Presidente Nilo Pecanha;35;11;4144.33;170456.39;41.13;-8.117054;-34.91013
Imbiribeira;Rua Jornalista Jose Edson, 36 - Imbiribeira;Rua Jornalista Jose Edson;30;0;12014.87;880457.54;73.3;-8.106175;-34.909222
Imbiribeira;Rua Guarabira, 636 - Imbiribeira;Rua Guarabira;25;6;7245.71;404576.49;55.84;-8.116775;-34.908586
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 884 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;22;6;4126.34;187624.57;45.47;-8.09335;-34.916673
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 906 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;20;16;2907.14;292751.16;100.64;-8.094159;-34.916884
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 670 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;19;6;3798.4;198504.17;52.26;-8.092297;-34.915737
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 630 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;18;8;4097.11;223374.3;54.52;-8.092123;-34.914458
Imbiribeira;Rua Sargento Silvino Macedo, 155 - Imbiribeira;Rua Sargento Silvino Macedo;17;10;4658.17;351336.1;75.61;-8.109516;-34.905846
Imbiribeira;Rua Antonio Eduardo Amorim, 141 - Imbiribeira;Rua Antonio Eduardo Amorim;15;2;7123.23;246751.58;34.64;-8.106175;-34.909222
Imbiribeira;Rua Leonor Soares Pessoa, 57 - Imbiribeira;Rua Leonor Soares Pessoa;15;6;5579.57;559240.05;100.23;-8.096777;-34.91389
Imbiribeira;Rua Agricultor Joao Bezerra De Oliveira, 30 - Imbiribeira;Rua Agricultor Joao Bezerra De Oliveira;14;5;5974.88;456709.34;76.41;-8.095126;-34.911931
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 4561 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;11;9;5542.59;1662776.09;300.0;-8.124557;-34.914256
Imbiribeira;Avenida Pinheiros, 339 - Imbiribeira;Avenida Pinheiros;10;7;8636.38;350758.94;42.24;-8.09087;-34.911891
Imbiribeira;Rua Leonor Soares Pessoa, 52 - Imbiribeira;Rua Leonor Soares Pessoa;9;1;6349.02;378358.39;59.59;-8.096783;-34.914283
Imbiribeira;Rua Engenheiro Otavio Arantes, 484 - Imbiribeira;Rua Engenheiro Otavio Arantes;8;6;4165.42;379886.45;91.2;-8.08837;-34.909619
Imbiribeira;Avenida Engenheiro Alves De Souza, 534 - Imbiribeira;Avenida Engenheiro Alves De Souza;7;4;5211.82;327614.78;62.86;-8.097283;-34.914667
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 816 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;7;0;3607.06;182300.64;50.54;-8.092746;-34.916488
Imbiribeira;Rua Jamaica, 100 - Imbiribeira;Rua Jamaica;7;2;3480.52;288400.92;83.68;-8.107256;-34.912574
Imbiribeira;Rua Joaquim Pinheiro, 174 - Imbiribeira;Rua Joaquim Pinheiro;7;2;6718.11;460923.64;69.8;-8.126602;-34.912185
Imbiribeira;Rua Joaquim Pinheiro, 227 - Imbiribeira;Rua Joaquim Pinheiro;7;5;3219.43;213415.66;66.29;-8.126602;-34.912185
Imbiribeira;Rua Poeta Manuel Bandeira, 81 - Imbiribeira;Rua Poeta Manuel Bandeira;7;6;3772.12;169936.0;45.1;-8.097136;-34.913277
Imbiribeira;Rua Professor Pedro Augusto Carneiro Leao, 387 - Imbiribeira;Rua Professor Pedro Augusto Carneiro Leao;7;0;3894.56;230237.66;59.73;-8.118846;-34.90992
Imbiribeira;Avenida Jose Ferreira Lins, 477 - Imbiribeira;Avenida Jose Ferreira Lins;6;3;6585.03;503117.96;76.44;-8.096694;-34.91453
Imbiribeira;Rua Allan Kardec, 123 - Imbiribeira;Rua Allan Kardec;5;4;4892.82;251931.36;51.49;-8.115908;-34.914603
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 401 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;4;0;3703.45;203724.1;55.01;-8.092634;-34.912741
Imbiribeira;Rua General Goes Monteiro, 308 - Imbiribeira;Rua General Goes Monteiro;4;0;2547.62;210427.28;83.16;-8.093958;-34.910174
Imbiribeira;Rua General Goes Monteiro, 370 - Imbiribeira;Rua General Goes Monteiro;4;4;2323.88;191023.35;82.2;-8.09456;-34.910242
Imbiribeira;Rua Henrique Moser, 141 - Imbiribeira;Rua Henrique Moser;4;0;4552.44;374757.2;82.32;-8.088857;-34.909333
Imbiribeira;Rua Jean Emile Favre, 355 - Imbiribeira;Rua Jean Emile Favre;4;2;3273.1;259360.39;79.24;-8.106731;-34.914196
Imbiribeira;Rua Joao Braga, 229 - Imbiribeira;Rua Joao Braga;4;0;3139.51;123876.45;39.43;-8.098626;-34.912928
Imbiribeira;Rua Olivia Menelau, 495 - Imbiribeira;Rua Olivia Menelau;4;2;4305.06;317396.19;74.44;-8.087937;-34.91167
Imbiribeira;Rua Poeta Manuel Bandeira, 112 - Imbiribeira;Rua Poeta Manuel Bandeira;4;3;3466.26;411583.04;118.74;-8.097323;-34.913735
Imbiribeira;Rua Zeferino Pinho, 416 - Imbiribeira;Rua Zeferino Pinho;4;4;3488.38;336843.58;96.26;-8.095004;-34.9111
Imbiribeira;Avenida Engenheiro Alves De Souza, 665 - Imbiribeira;Avenida Engenheiro Alves De Souza;3;0;6530.97;567653.16;86.92;-8.097156;-34.915587
Imbiribeira;Avenida Sul Governador Cid Sampaio, 5061 - Imbiribeira;Avenida Sul Governador Cid Sampaio;3;2;5494.69;304582.86;55.44;-8.115988;-34.909855
Imbiribeira;Rua Alemanha, 75 - Imbiribeira;Rua Alemanha;3;0;2663.92;197795.85;74.25;-8.106043;-34.911982
Imbiribeira;Rua Almeida Junior, 140 - Imbiribeira;Rua Almeida Junior;3;3;3709.28;13211329.14;3561.7;-8.106175;-34.909222
Imbiribeira;Rua Arquiteto Luiz Nunes, 565 - Imbiribeira;Rua Arquiteto Luiz Nunes;3;0;5338.43;344198.62;64.54;-8.094314;-34.911637
Imbiribeira;Rua Cachoeira, 540 - Imbiribeira;Rua Cachoeira;3;3;3000.76;845673.3;281.82;-8.110419;-34.91561
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 368 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;3;0;4258.44;235065.69;55.2;-8.092464;-34.911973
Imbiribeira;Rua General Goes Monteiro, 38 - Imbiribeira;Rua General Goes Monteiro;3;2;2325.96;305910.03;131.52;-8.09164;-34.909648
Imbiribeira;Rua General Goes Monteiro, 400 - Imbiribeira;Rua General Goes Monteiro;3;2;3963.22;218769.82;55.2;-8.094969;-34.910396
Imbiribeira;Rua Jorge De Lima, 410 - Imbiribeira;Rua Jorge De Lima;3;3;2311.67;443539.58;191.87;-8.111235;-34.907763
Imbiribeira;Rua Munhoz De Melo, 111 - Imbiribeira;Rua Munhoz De Melo;3;0;3621.65;138227.26;38.19;-8.111482;-34.908178
Imbiribeira;Rua Professor Pedro Augusto Carneiro Leao, 47 - Imbiribeira;Rua Professor Pedro Augusto Carneiro Leao;3;3;1381.03;709918.4;514.05;-8.115256;-34.908576
Imbiribeira;Avenida Desembargador Jose Neves, 211 - Imbiribeira;Avenida Desembargador Jose Neves;2;2;16460.86;8529852.56;518.19;-8.130669;-34.911116
Imbiribeira;Avenida Engenheiro Alves De Souza, 311 - Imbiribeira;Avenida Engenheiro Alves De Souza;2;2;15524.66;417938.27;27.06;-8.098111;-34.912875
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 4555 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;2;2;5288.85;27047191.99;5114.0;-8.124241;-34.913582
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 459 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;2;2;37188.39;5579374.02;150.03;-8.088228;-34.907488
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 4861 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;2;2;8735.67;86244717.65;9872.7;-8.1279;-34.914364
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 945 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;2;0;6198.55;3725834.76;601.12;-8.111921;-34.912316
Imbiribeira;Avenida Monaco, 602 - Imbiribeira;Avenida Monaco;2;2;1407.54;591168.4;420.0;-8.098965;-34.915603
Imbiribeira;Avenida Monaco, 609 - Imbiribeira;Avenida Monaco;2;2;3277.4;773467.56;236.0;-8.098885;-34.915961
Imbiribeira;Rua Agricultor Joao Bezerra De Oliveira, 66 - Imbiribeira;Rua Agricultor Joao Bezerra De Oliveira;2;2;3194.91;804415.16;251.78;-8.095026;-34.912383
Imbiribeira;Rua Doutor Emilio Ribas, 189 - Imbiribeira;Rua Doutor Emilio Ribas;2;0;4803.16;225361.54;46.84;-8.089985;-34.913
Imbiribeira;Rua Doutor Emilio Ribas, 195 - Imbiribeira;Rua Doutor Emilio Ribas;2;2;2623.67;837422.7;319.18;-8.089976;-34.913355
Imbiribeira;Rua Doutor Emilio Ribas, 230 - Imbiribeira;Rua Doutor Emilio Ribas;2;2;3477.36;317413.04;91.28;-8.090611;-34.913412
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 409 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;2;2;4793.94;861040.6;179.61;-8.092611;-34.91285
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 938 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;2;2;2111.1;294919.45;139.7;-8.094539;-34.916866
Imbiribeira;Rua Engenheiro Otavio Arantes, 375 - Imbiribeira;Rua Engenheiro Otavio Arantes;2;2;2473.76;247029.04;99.86;-8.087424;-34.909045
Imbiribeira;Rua General Goes Monteiro, 100 - Imbiribeira;Rua General Goes Monteiro;2;0;5256.74;323710.48;61.58;-8.092136;-34.909763
Imbiribeira;Rua Itacari, 132 - Imbiribeira;Rua Itacari;2;2;3839.79;973387.8;253.5;-8.108394;-34.91306
Imbiribeira;Rua Itauba, 35 - Imbiribeira;Rua Itauba;2;2;2587.02;876482.76;338.8;-8.108459;-34.909384
Imbiribeira;Rua Jamaica, 135 - Imbiribeira;Rua Jamaica;2;2;4300.61;1544349.48;359.1;-8.107595;-34.912896
Imbiribeira;Rua Jamaica, 167 - Imbiribeira;Rua Jamaica;2;2;4589.36;1482595.32;323.05;-8.107577;-34.913016
Imbiribeira;Rua Jamaica, 215 - Imbiribeira;Rua Jamaica;2;2;4303.66;497416.92;115.58;-8.107458;-34.913649
Imbiribeira;Rua Jamaica, 275 - Imbiribeira;Rua Jamaica;2;2;2062.55;820749.33;397.93;-8.107317;-34.914426
Imbiribeira;Rua Joao Braga, 219 - Imbiribeira;Rua Joao Braga;2;0;4308.92;171253.7;39.74;-8.098518;-34.912903
Imbiribeira;Rua Jose Da Silva Lucena, 400 - Imbiribeira;Rua Jose Da Silva Lucena;2;2;2879.58;2081532.65;722.86;-8.113762;-34.909531
Imbiribeira;Rua Manuel De Macedo, 65 - Imbiribeira;Rua Manuel De Macedo;2;2;1662.56;202565.98;121.84;-8.119305;-34.919051
Imbiribeira;Rua Missionario Joel Carlson, 180 - Imbiribeira;Rua Missionario Joel Carlson;2;2;3755.7;242392.88;64.54;-8.095932;-34.911306
Imbiribeira;Rua Moacir Albuquerque, 390 - Imbiribeira;Rua Moacir Albuquerque;2;0;3570.4;109170.04;30.18;-8.087769;-34.910953
Imbiribeira;Rua Moacir Albuquerque, 397 - Imbiribeira;Rua Moacir Albuquerque;2;0;3748.2;211087.54;56.37;-8.088271;-34.910835
Imbiribeira;Rua Munhoz De Melo, 124 - Imbiribeira;Rua Munhoz De Melo;2;2;3835.58;690405.44;180.0;-8.1113;-34.908671
Imbiribeira;Rua Olivia Menelau, 388 - Imbiribeira;Rua Olivia Menelau;2;2;2873.5;1126813.78;392.14;-8.08859;-34.910597
Imbiribeira;Rua Olivia Menelau, 406 - Imbiribeira;Rua Olivia Menelau;2;0;4405.85;322508.09;73.2;-8.088381;-34.910735
Imbiribeira;Rua Pianista Isnar Mariano, 185 - Imbiribeira;Rua Pianista Isnar Mariano;2;0;3509.04;280722.94;80.0;-8.095589;-34.917958
Imbiribeira;Rua Poeta Manuel Bandeira, 80 - Imbiribeira;Rua Poeta Manuel Bandeira;2;0;4054.32;237137.1;58.49;-8.096947;-34.913651
Imbiribeira;Rua Professora Rosilda Costa, 51 - Imbiribeira;Rua Professora Rosilda Costa;2;2;2317.59;184271.62;79.51;-8.085527;-34.905233
Imbiribeira;Rua Roca Sales, 139 - Imbiribeira;Rua Roca Sales;2;0;3225.64;285275.81;88.44;-8.108879;-34.905297
Imbiribeira;Rua Roca Sales, 19 - Imbiribeira;Rua Roca Sales;2;2;2620.09;1020630.9;389.54;-8.108692;-34.904803
Imbiribeira;Rua Sao Judas Tadeu, 282 - Imbiribeira;Rua Sao Judas Tadeu;2;2;2097.13;701615.14;334.56;-8.11502;-34.907503
Imbiribeira;Rua Verbena, 40 - Imbiribeira;Rua Verbena;2;2;2945.45;589089.78;200.0;-8.116065;-34.911691
Imbiribeira;Rua Zeferino Pinho, 126 - Imbiribeira;Rua Zeferino Pinho;2;0;2715.91;325936.64;120.01;-8.090792;-34.910158
Imbiribeira;Avenida Engenheiro Alves De Souza, 1129 - Imbiribeira;Avenida Engenheiro Alves De Souza;1;0;3111.0;233823.04;75.16;-8.096815;-34.918775
Imbiribeira;Avenida Engenheiro Alves De Souza, 153 - Imbiribeira;Avenida Engenheiro Alves De Souza;1;0;4619.63;1356785.33;293.7;-8.097156;-34.915587
Imbiribeira;Avenida Engenheiro Alves De Souza, 185 - Imbiribeira;Avenida Engenheiro Alves De Souza;1;0;3690.22;239790.42;64.98;-8.097156;-34.915587
Imbiribeira;Avenida Engenheiro Alves De Souza, 233 - Imbiribeira;Avenida Engenheiro Alves De Souza;1;0;5593.69;2295315.23;410.34;-8.097156;-34.915587
Imbiribeira;Avenida Engenheiro Alves De Souza, 602 - Imbiribeira;Avenida Engenheiro Alves De Souza;1;0;2540.82;426070.05;167.69;-8.097078;-34.915501
Imbiribeira;Avenida Engenheiro Alves De Souza, 661 - Imbiribeira;Avenida Engenheiro Alves De Souza;1;0;2141.19;533499.33;249.16;-8.097424;-34.916036
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 4773 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;1;0;2552.24;1340256.16;525.13;-8.126103;-34.914917
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 4805 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;1;0;5594.61;1919566.84;343.11;-8.126643;-34.914977
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 533 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;1;0;9926.64;15594748.33;1571.0;-8.087538;-34.90733
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 666 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;1;0;1801.45;647853.81;359.63;-8.088649;-34.908285
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 678 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;1;0;3677.28;1318305.97;358.5;-8.088753;-34.90831
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 714 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;1;0;3061.79;880875.62;287.7;-8.089065;-34.90838
Imbiribeira;Avenida Marechal Mascarenhas De Moraes, 726 - Imbiribeira;Avenida Marechal Mascarenhas De Moraes;1;0;5736.16;2317006.13;403.93;-8.089179;-34.908404
Imbiribeira;Avenida Monaco, 1138 - Imbiribeira;Avenida Monaco;1;0;3846.69;1230477.91;319.88;-8.098724;-34.916678
Imbiribeira;Avenida Pinheiros, 415 - Imbiribeira;Avenida Pinheiros;1;0;5582.93;200985.5;36.0;-8.090784;-34.912264
Imbiribeira;Rua Alemanha, 217 - Imbiribeira;Rua Alemanha;1;0;3217.44;2705868.95;841.0;-8.105519;-34.911865
Imbiribeira;Rua Alemanha, 44 - Imbiribeira;Rua Alemanha;1;0;4535.48;458356.09;101.06;-8.105756;-34.912369
Imbiribeira;Rua Cachoeira, 100 - Imbiribeira;Rua Cachoeira;1;0;6742.3;368129.37;54.6;-8.107407;-34.91504
Imbiribeira;Rua Cachoeira, 110 - Imbiribeira;Rua Cachoeira;1;0;3582.37;753944.95;210.46;-8.107811;-34.915124
Imbiribeira;Rua Cachoeira, 186 - Imbiribeira;Rua Cachoeira;1;0;1445.98;403499.55;279.05;-8.108696;-34.915315
Imbiribeira;Rua Cachoeira, 207 - Imbiribeira;Rua Cachoeira;1;0;2383.64;846813.63;355.26;-8.109646;-34.915473
Imbiribeira;Rua Cachoeira, 330 - Imbiribeira;Rua Cachoeira;1;0;3264.24;889275.66;272.43;-8.108805;-34.915341
Imbiribeira;Rua Cachoeira, 342 - Imbiribeira;Rua Cachoeira;1;0;5984.84;1611239.36;269.22;-8.108913;-34.91536
Imbiribeira;Rua Cachoeira, 448 - Imbiribeira;Rua Cachoeira;1;0;2656.39;777924.26;292.85;-8.109867;-34.915509
Imbiribeira;Rua Cachoeira, 479 - Imbiribeira;Rua Cachoeira;1;0;2452.96;213333.69;86.97;-8.110178;-34.915147
Imbiribeira;Rua Cachoeira, 663 - Imbiribeira;Rua Cachoeira;1;0;6387.38;1073910.08;168.13;-8.111671;-34.91544
Imbiribeira;Rua Cachoeira, 69 - Imbiribeira;Rua Cachoeira;1;0;6911.52;523754.61;75.78;-8.109027;-34.91538
Imbiribeira;Rua Carlos Rios, 139 - Imbiribeira;Rua Carlos Rios;1;0;1953.85;199292.57;102.0;-8.085602;-34.908588
Imbiribeira;Rua Conego Lira, 305 - Imbiribeira;Rua Conego Lira;1;0;4007.93;826876.76;206.31;-8.094172;-34.911969
Imbiribeira;Rua Conego Lira, 318 - Imbiribeira;Rua Conego Lira;1;0;6609.67;412906.2;62.47;-8.093642;-34.912484
Imbiribeira;Rua Conego Lira, 402 - Imbiribeira;Rua Conego Lira;1;1;5844.67;444194.67;76.0;-8.09358;-34.912757
Imbiribeira;Rua Conego Lira, 434 - Imbiribeira;Rua Conego Lira;1;1;6646.41;680658.58;102.41;-8.093518;-34.913038
Imbiribeira;Rua Conego Lira, 60 - Imbiribeira;Rua Conego Lira;1;0;2761.87;270000.0;97.76;-8.094227;-34.909845
Imbiribeira;Rua Deputado Vieira Souto, 147 - Imbiribeira;Rua Deputado Vieira Souto;1;0;3687.61;741063.05;200.96;-8.106175;-34.909222
Imbiribeira;Rua Doutor Emilio Ribas, 325 - Imbiribeira;Rua Doutor Emilio Ribas;1;0;2916.16;659664.74;226.21;-8.09156;-34.91323
Imbiribeira;Rua Eladio Ramos, 36 - Imbiribeira;Rua Eladio Ramos;1;0;1681.06;283007.22;168.35;-8.126898;-34.911367
Imbiribeira;Rua Eladio Ramos, 368 - Imbiribeira;Rua Eladio Ramos;1;1;3161.82;151925.49;48.05;-8.129839;-34.911983
Imbiribeira;Rua Elpidio Monteiro, 102 - Imbiribeira;Rua Elpidio Monteiro;1;0;3169.27;476658.02;150.4;-8.090077;-34.914661
Imbiribeira;Rua Elpidio Monteiro, 140 - Imbiribeira;Rua Elpidio Monteiro;1;0;2559.17;344720.57;134.7;-8.090114;-34.914969
Imbiribeira;Rua Elpidio Monteiro, 146 - Imbiribeira;Rua Elpidio Monteiro;1;0;2887.94;469578.44;162.6;-8.09012;-34.915021
Imbiribeira;Rua Elpidio Monteiro, 176 - Imbiribeira;Rua Elpidio Monteiro;1;1;4041.7;544416.92;134.7;-8.090149;-34.915284
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 341 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;1;0;3393.55;281936.38;83.08;-8.092775;-34.91211
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 349 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;1;0;3396.82;757558.19;223.02;-8.092753;-34.91221
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 385 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;1;0;5424.49;403582.26;74.4;-8.092705;-34.912423
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 419 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;1;0;2780.81;541033.85;194.56;-8.092226;-34.91279
Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante, 432 - Imbiribeira;Rua Engenheiro Jose Brandao Cavalcante;1;0;3132.82;586682.63;187.27;-8.092176;-34.913018
Imbiribeira;Rua Engenheiro Otavio Arantes, 380 - Imbiribeira;Rua Engenheiro Otavio Arantes;1;0;3360.73;494901.2;147.26;-8.087992;-34.909489
Imbiribeira;Rua Engenheiro Otavio Arantes, 467 - Imbiribeira;Rua Engenheiro Otavio Arantes;1;0;2272.46;545389.93;240.0;-8.088289;-34.909182
Imbiribeira;Rua Engenheiro Otavio Arantes, 511 - Imbiribeira;Rua Engenheiro Otavio Arantes;1;0;3046.8;731231.68;240.0;-8.08866;-34.909263
Imbiribeira;Rua Engenheiro Otavio Arantes, 516 - Imbiribeira;Rua Engenheiro Otavio Arantes;1;0;5093.83;2278570.13;447.32;-8.088845;-34.909716
